VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,election_zone,election_zone_code,total_election_votes,eligible_voters_election,winner_name,winner_party,winner_votes,recall_agree_votes,recall_disagree_votes,recall_valid_votes,recall_invalid_votes,recall_eligible_voters,recall_turnout_rate,recall_case,candidate_1_name,candidate_1_number,candidate_1_party,candidate_1_votes,candidate_2_name,candidate_2_number,candidate_2_party,candidate_2_votes,candidate_3_name,candidate_3_number,candidate_3_party,candidate_3_votes,candidate_4_name,candidate_4_number,candidate_4_party,candidate_4_votes,candidate_5_name,candidate_5_number,candidate_5_party,candidate_5_votes,candidate_6_name,candidate_6_number,candidate_6_party,candidate_6_votes,candidate_7_name,candidate_7_number,candidate_7_party,candidate_7_votes,candidate_8_name,candidate_8_number,candidate_8_party,candidate_8_votes
68000020019,桃園市,中壢區,中正里,桃園市第06選區,6800006,3437,4902,邱若華,中國國民黨,1661,858,1797,2655,12,4931,54.09,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,53,趙正宇,2,無黨籍及未經政黨推薦,913,李慕妍,3,台灣民眾黨,752,邱若華,4,中國國民黨,1661,翁紹庭,5,人民最大黨,22,劉睿宸,6,復康聯盟黨,36,,,,,,,,
68000020020,桃園市,中壢區,興仁里,桃園市第06選區,6800006,2196,3256,邱若華,中國國民黨,1029,591,1167,1758,11,3359,52.66,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,21,趙正宇,2,無黨籍及未經政黨推薦,617,李慕妍,3,台灣民眾黨,476,邱若華,4,中國國民黨,1029,翁紹庭,5,人民最大黨,20,劉睿宸,6,復康聯盟黨,33,,,,,,,,
68000020023,桃園市,中壢區,篤行里,桃園市第06選區,6800006,1841,2575,邱若華,中國國民黨,929,469,960,1429,6,2618,54.81,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,24,趙正宇,2,無黨籍及未經政黨推薦,494,李慕妍,3,台灣民眾黨,357,邱若華,4,中國國民黨,929,翁紹庭,5,人民最大黨,14,劉睿宸,6,復康聯盟黨,23,,,,,,,,
68000020030,桃園市,中壢區,仁祥里,桃園市第06選區,6800006,1882,2633,邱若華,中國國民黨,1048,385,1057,1442,3,2616,55.24,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,10,趙正宇,2,無黨籍及未經政黨推薦,513,李慕妍,3,台灣民眾黨,283,邱若華,4,中國國民黨,1048,翁紹庭,5,人民最大黨,10,劉睿宸,6,復康聯盟黨,18,,,,,,,,
68000020067,桃園市,中壢區,龍安里,桃園市第06選區,6800006,1439,1896,邱若華,中國國民黨,915,257,909,1166,7,1854,63.27,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,11,趙正宇,2,無黨籍及未經政黨推薦,282,李慕妍,3,台灣民眾黨,218,邱若華,4,中國國民黨,915,翁紹庭,5,人民最大黨,6,劉睿宸,6,復康聯盟黨,7,,,,,,,,
68000020068,桃園市,中壢區,中山里,桃園市第06選區,6800006,3114,4467,邱若華,中國國民黨,1518,800,1716,2516,8,4543,55.56,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,44,趙正宇,2,無黨籍及未經政黨推薦,793,李慕妍,3,台灣民眾黨,704,邱若華,4,中國國民黨,1518,翁紹庭,5,人民最大黨,14,劉睿宸,6,復康聯盟黨,41,,,,,,,,
68000020071,桃園市,中壢區,華勛里,桃園市第06選區,6800006,2622,3709,邱若華,中國國民黨,1434,473,1539,2012,15,3693,54.89,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,21,趙正宇,2,無黨籍及未經政黨推薦,603,李慕妍,3,台灣民眾黨,517,邱若華,4,中國國民黨,1434,翁紹庭,5,人民最大黨,12,劉睿宸,6,復康聯盟黨,35,,,,,,,,
68000020075,桃園市,中壢區,仁和里,桃園市第06選區,6800006,2381,3292,邱若華,中國國民黨,1149,586,1334,1920,10,3311,58.29,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,34,趙正宇,2,無黨籍及未經政黨推薦,704,李慕妍,3,台灣民眾黨,456,邱若華,4,中國國民黨,1149,翁紹庭,5,人民最大黨,11,劉睿宸,6,復康聯盟黨,27,,,,,,,,
68000030001,桃園市,大溪區,興和里,桃園市第06選區,6800006,966,1320,趙正宇,無黨籍及未經政黨推薦,491,429,345,774,1,1285,60.31,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,15,趙正宇,2,無黨籍及未經政黨推薦,491,李慕妍,3,台灣民眾黨,139,邱若華,4,中國國民黨,299,翁紹庭,5,人民最大黨,4,劉睿宸,6,復康聯盟黨,18,,,,,,,,
68000030002,桃園市,大溪區,福仁里,桃園市第06選區,6800006,681,927,趙正宇,無黨籍及未經政黨推薦,382,324,194,518,2,909,57.21,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,8,趙正宇,2,無黨籍及未經政黨推薦,382,李慕妍,3,台灣民眾黨,98,邱若華,4,中國國民黨,185,翁紹庭,5,人民最大黨,1,劉睿宸,6,復康聯盟黨,7,,,,,,,,
68000030003,桃園市,大溪區,一心里,桃園市第06選區,6800006,2983,4457,趙正宇,無黨籍及未經政黨推薦,1334,1149,1107,2256,5,4522,50.0,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,47,趙正宇,2,無黨籍及未經政黨推薦,1334,李慕妍,3,台灣民眾黨,490,邱若華,4,中國國民黨,1046,翁紹庭,5,人民最大黨,11,劉睿宸,6,復康聯盟黨,55,,,,,,,,
68000030004,桃園市,大溪區,一德里,桃園市第06選區,6800006,3474,5037,趙正宇,無黨籍及未經政黨推薦,1709,1367,1164,2531,10,5004,50.78,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,57,趙正宇,2,無黨籍及未經政黨推薦,1709,李慕妍,3,台灣民眾黨,534,邱若華,4,中國國民黨,1102,翁紹庭,5,人民最大黨,14,劉睿宸,6,復康聯盟黨,58,,,,,,,,
68000030005,桃園市,大溪區,月眉里,桃園市第06選區,6800006,830,1168,趙正宇,無黨籍及未經政黨推薦,457,365,253,618,4,1143,54.42,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,10,趙正宇,2,無黨籍及未經政黨推薦,457,李慕妍,3,台灣民眾黨,113,邱若華,4,中國國民黨,238,翁紹庭,5,人民最大黨,0,劉睿宸,6,復康聯盟黨,12,,,,,,,,
68000030006,桃園市,大溪區,永福里,桃園市第06選區,6800006,624,892,趙正宇,無黨籍及未經政黨推薦,397,308,154,462,3,889,52.31,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,3,趙正宇,2,無黨籍及未經政黨推薦,397,李慕妍,3,台灣民眾黨,69,邱若華,4,中國國民黨,148,翁紹庭,5,人民最大黨,2,劉睿宸,6,復康聯盟黨,5,,,,,,,,
68000030007,桃園市,大溪區,美華里,桃園市第06選區,6800006,2065,2908,趙正宇,無黨籍及未經政黨推薦,1040,857,694,1551,10,2852,54.73,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,36,趙正宇,2,無黨籍及未經政黨推薦,1040,李慕妍,3,台灣民眾黨,269,邱若華,4,中國國民黨,671,翁紹庭,5,人民最大黨,7,劉睿宸,6,復康聯盟黨,42,,,,,,,,
68000030008,桃園市,大溪區,福安里,桃園市第06選區,6800006,1472,2108,趙正宇,無黨籍及未經政黨推薦,832,689,443,1132,5,2064,55.09,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,26,趙正宇,2,無黨籍及未經政黨推薦,832,李慕妍,3,台灣民眾黨,148,邱若華,4,中國國民黨,433,翁紹庭,5,人民最大黨,3,劉睿宸,6,復康聯盟黨,30,,,,,,,,
68000030009,桃園市,大溪區,復興里,桃園市第06選區,6800006,567,828,趙正宇,無黨籍及未經政黨推薦,286,205,182,387,0,796,48.62,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,9,趙正宇,2,無黨籍及未經政黨推薦,286,李慕妍,3,台灣民眾黨,57,邱若華,4,中國國民黨,202,翁紹庭,5,人民最大黨,4,劉睿宸,6,復康聯盟黨,9,,,,,,,,
68000030010,桃園市,大溪區,新峰里,桃園市第06選區,6800006,503,740,趙正宇,無黨籍及未經政黨推薦,266,174,150,324,0,713,45.44,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,4,趙正宇,2,無黨籍及未經政黨推薦,266,李慕妍,3,台灣民眾黨,56,邱若華,4,中國國民黨,167,翁紹庭,5,人民最大黨,2,劉睿宸,6,復康聯盟黨,8,,,,,,,,
68000030011,桃園市,大溪區,康安里,桃園市第06選區,6800006,857,1186,趙正宇,無黨籍及未經政黨推薦,472,414,245,659,3,1203,55.03,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,14,趙正宇,2,無黨籍及未經政黨推薦,472,李慕妍,3,台灣民眾黨,103,邱若華,4,中國國民黨,236,翁紹庭,5,人民最大黨,6,劉睿宸,6,復康聯盟黨,26,,,,,,,,
68000030012,桃園市,大溪區,義和里,桃園市第06選區,6800006,1157,1618,趙正宇,無黨籍及未經政黨推薦,630,510,346,856,3,1613,53.25,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,13,趙正宇,2,無黨籍及未經政黨推薦,630,李慕妍,3,台灣民眾黨,132,邱若華,4,中國國民黨,355,翁紹庭,5,人民最大黨,3,劉睿宸,6,復康聯盟黨,24,,,,,,,,
68000030013,桃園市,大溪區,瑞興里,桃園市第06選區,6800006,1445,2119,趙正宇,無黨籍及未經政黨推薦,826,638,421,1059,7,2045,52.13,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,24,趙正宇,2,無黨籍及未經政黨推薦,826,李慕妍,3,台灣民眾黨,206,邱若華,4,中國國民黨,356,翁紹庭,5,人民最大黨,10,劉睿宸,6,復康聯盟黨,23,,,,,,,,
68000030014,桃園市,大溪區,中新里,桃園市第06選區,6800006,1098,1459,趙正宇,無黨籍及未經政黨推薦,588,424,335,759,6,1456,52.54,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,16,趙正宇,2,無黨籍及未經政黨推薦,588,李慕妍,3,台灣民眾黨,167,邱若華,4,中國國民黨,308,翁紹庭,5,人民最大黨,1,劉睿宸,6,復康聯盟黨,18,,,,,,,,
68000030015,桃園市,大溪區,仁義里,桃園市第06選區,6800006,1606,2463,邱若華,中國國民黨,890,327,928,1255,14,2433,52.16,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,28,趙正宇,2,無黨籍及未經政黨推薦,426,李慕妍,3,台灣民眾黨,230,邱若華,4,中國國民黨,890,翁紹庭,5,人民最大黨,9,劉睿宸,6,復康聯盟黨,23,,,,,,,,
68000030016,桃園市,大溪區,僑愛里,桃園市第06選區,6800006,1667,2310,邱若華,中國國民黨,1092,237,1122,1359,5,2360,57.8,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,28,趙正宇,2,無黨籍及未經政黨推薦,323,李慕妍,3,台灣民眾黨,208,邱若華,4,中國國民黨,1092,翁紹庭,5,人民最大黨,4,劉睿宸,6,復康聯盟黨,12,,,,,,,,
68000030017,桃園市,大溪區,仁善里,桃園市第06選區,6800006,3195,4447,邱若華,中國國民黨,1259,1035,1460,2495,15,4690,53.52,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,63,趙正宇,2,無黨籍及未經政黨推薦,1161,李慕妍,3,台灣民眾黨,661,邱若華,4,中國國民黨,1259,翁紹庭,5,人民最大黨,17,劉睿宸,6,復康聯盟黨,34,,,,,,,,
68000030018,桃園市,大溪區,仁愛里,桃園市第06選區,6800006,3341,4560,趙正宇,無黨籍及未經政黨推薦,1341,1075,1457,2532,16,4562,55.85,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,63,趙正宇,2,無黨籍及未經政黨推薦,1341,李慕妍,3,台灣民眾黨,632,邱若華,4,中國國民黨,1252,翁紹庭,5,人民最大黨,11,劉睿宸,6,復康聯盟黨,42,,,,,,,,
68000030019,桃園市,大溪區,仁武里,桃園市第06選區,6800006,2062,2953,邱若華,中國國民黨,937,600,917,1517,10,2906,52.55,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,28,趙正宇,2,無黨籍及未經政黨推薦,726,李慕妍,3,台灣民眾黨,336,邱若華,4,中國國民黨,937,翁紹庭,5,人民最大黨,10,劉睿宸,6,復康聯盟黨,25,,,,,,,,
68000030020,桃園市,大溪區,員林里,桃園市第06選區,6800006,1035,1545,邱若華,中國國民黨,422,338,517,855,5,1698,50.65,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,12,趙正宇,2,無黨籍及未經政黨推薦,394,李慕妍,3,台灣民眾黨,187,邱若華,4,中國國民黨,422,翁紹庭,5,人民最大黨,7,劉睿宸,6,復康聯盟黨,13,,,,,,,,
68000030021,桃園市,大溪區,南興里,桃園市第06選區,6800006,3177,4668,趙正宇,無黨籍及未經政黨推薦,1385,1120,1196,2316,16,4612,50.56,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,38,趙正宇,2,無黨籍及未經政黨推薦,1385,李慕妍,3,台灣民眾黨,537,邱若華,4,中國國民黨,1164,翁紹庭,5,人民最大黨,18,劉睿宸,6,復康聯盟黨,35,,,,,,,,
68000030022,桃園市,大溪區,瑞源里,桃園市第06選區,6800006,2447,3455,趙正宇,無黨籍及未經政黨推薦,974,849,1007,1856,11,3430,54.43,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,34,趙正宇,2,無黨籍及未經政黨推薦,974,李慕妍,3,台灣民眾黨,437,邱若華,4,中國國民黨,973,翁紹庭,5,人民最大黨,10,劉睿宸,6,復康聯盟黨,19,,,,,,,,
68000030023,桃園市,大溪區,光明里,桃園市第06選區,6800006,1460,2205,邱若華,中國國民黨,786,377,748,1125,7,2228,50.81,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,20,趙正宇,2,無黨籍及未經政黨推薦,380,李慕妍,3,台灣民眾黨,257,邱若華,4,中國國民黨,786,翁紹庭,5,人民最大黨,5,劉睿宸,6,復康聯盟黨,12,,,,,,,,
68000030024,桃園市,大溪區,三元里,桃園市第06選區,6800006,1873,2733,邱若華,中國國民黨,994,386,1073,1459,4,2666,54.88,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,18,趙正宇,2,無黨籍及未經政黨推薦,490,李慕妍,3,台灣民眾黨,331,邱若華,4,中國國民黨,994,翁紹庭,5,人民最大黨,7,劉睿宸,6,復康聯盟黨,33,,,,,,,,
68000030025,桃園市,大溪區,田心里,桃園市第06選區,6800006,2893,4081,趙正宇,無黨籍及未經政黨推薦,1429,1192,999,2191,13,4059,54.3,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,39,趙正宇,2,無黨籍及未經政黨推薦,1429,李慕妍,3,台灣民眾黨,419,邱若華,4,中國國民黨,958,翁紹庭,5,人民最大黨,9,劉睿宸,6,復康聯盟黨,39,,,,,,,,
68000030026,桃園市,大溪區,仁文里,桃園市第06選區,6800006,2457,3523,邱若華,中國國民黨,1045,775,1125,1900,12,3566,53.62,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,30,趙正宇,2,無黨籍及未經政黨推薦,881,李慕妍,3,台灣民眾黨,469,邱若華,4,中國國民黨,1045,翁紹庭,5,人民最大黨,5,劉睿宸,6,復康聯盟黨,27,,,,,,,,
68000030027,桃園市,大溪區,仁和里,桃園市第06選區,6800006,3260,4488,邱若華,中國國民黨,1374,1050,1463,2513,12,4572,55.23,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,63,趙正宇,2,無黨籍及未經政黨推薦,1183,李慕妍,3,台灣民眾黨,562,邱若華,4,中國國民黨,1374,翁紹庭,5,人民最大黨,17,劉睿宸,6,復康聯盟黨,61,,,,,,,,
68000030028,桃園市,大溪區,仁美里,桃園市第06選區,6800006,2234,3094,邱若華,中國國民黨,1007,703,1085,1788,8,3104,57.86,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,35,趙正宇,2,無黨籍及未經政黨推薦,747,李慕妍,3,台灣民眾黨,401,邱若華,4,中國國民黨,1007,翁紹庭,5,人民最大黨,8,劉睿宸,6,復康聯盟黨,36,,,,,,,,
68000080001,桃園市,八德區,興仁里,桃園市第06選區,6800006,2370,4254,趙正宇,無黨籍及未經政黨推薦,929,820,1174,1994,8,4871,41.1,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,37,趙正宇,2,無黨籍及未經政黨推薦,929,李慕妍,3,台灣民眾黨,472,邱若華,4,中國國民黨,883,翁紹庭,5,人民最大黨,11,劉睿宸,6,復康聯盟黨,38,,,,,,,,
68000080002,桃園市,八德區,福興里,桃園市第06選區,6800006,3001,4402,趙正宇,無黨籍及未經政黨推薦,1093,932,1392,2324,14,4773,48.98,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,33,趙正宇,2,無黨籍及未經政黨推薦,1093,李慕妍,3,台灣民眾黨,763,邱若華,4,中國國民黨,1062,翁紹庭,5,人民最大黨,14,劉睿宸,6,復康聯盟黨,36,,,,,,,,
68000080003,桃園市,八德區,瑞豐里,桃園市第06選區,6800006,3620,5237,趙正宇,無黨籍及未經政黨推薦,1521,1047,1803,2850,18,5679,50.5,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,63,趙正宇,2,無黨籍及未經政黨推薦,1521,李慕妍,3,台灣民眾黨,796,邱若華,4,中國國民黨,1177,翁紹庭,5,人民最大黨,18,劉睿宸,6,復康聯盟黨,45,,,,,,,,
68000080004,桃園市,八德區,瑞發里,桃園市第06選區,6800006,2154,2901,邱若華,中國國民黨,1048,607,1041,1648,13,2873,57.81,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,13,趙正宇,2,無黨籍及未經政黨推薦,748,李慕妍,3,台灣民眾黨,314,邱若華,4,中國國民黨,1048,翁紹庭,5,人民最大黨,3,劉睿宸,6,復康聯盟黨,28,,,,,,,,
68000080005,桃園市,八德區,瑞德里,桃園市第06選區,6800006,2175,3134,邱若華,中國國民黨,1133,567,1135,1702,11,3105,55.17,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,20,趙正宇,2,無黨籍及未經政黨推薦,646,李慕妍,3,台灣民眾黨,338,邱若華,4,中國國民黨,1133,翁紹庭,5,人民最大黨,10,劉睿宸,6,復康聯盟黨,28,,,,,,,,
68000080006,桃園市,八德區,瑞祥里,桃園市第06選區,6800006,2050,2867,邱若華,中國國民黨,1039,470,1078,1548,7,2816,55.22,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,20,趙正宇,2,無黨籍及未經政黨推薦,596,李慕妍,3,台灣民眾黨,366,邱若華,4,中國國民黨,1039,翁紹庭,5,人民最大黨,10,劉睿宸,6,復康聯盟黨,19,,,,,,,,
68000080007,桃園市,八德區,廣興里,桃園市第06選區,6800006,2107,3045,趙正宇,無黨籍及未經政黨推薦,961,731,944,1675,14,2988,56.53,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,31,趙正宇,2,無黨籍及未經政黨推薦,961,李慕妍,3,台灣民眾黨,321,邱若華,4,中國國民黨,748,翁紹庭,5,人民最大黨,12,劉睿宸,6,復康聯盟黨,34,,,,,,,,
68000080008,桃園市,八德區,廣隆里,桃園市第06選區,6800006,3207,4344,邱若華,中國國民黨,1371,1004,1518,2522,17,4384,57.92,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,36,趙正宇,2,無黨籍及未經政黨推薦,1266,李慕妍,3,台灣民眾黨,481,邱若華,4,中國國民黨,1371,翁紹庭,5,人民最大黨,5,劉睿宸,6,復康聯盟黨,48,,,,,,,,
68000080009,桃園市,八德區,竹園里,桃園市第06選區,6800006,2388,3402,邱若華,中國國民黨,958,714,1021,1735,11,3372,51.78,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,28,趙正宇,2,無黨籍及未經政黨推薦,912,李慕妍,3,台灣民眾黨,447,邱若華,4,中國國民黨,958,翁紹庭,5,人民最大黨,12,劉睿宸,6,復康聯盟黨,31,,,,,,,,
68000080010,桃園市,八德區,霄裡里,桃園市第06選區,6800006,1395,2041,趙正宇,無黨籍及未經政黨推薦,546,496,634,1130,9,2086,54.6,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,19,趙正宇,2,無黨籍及未經政黨推薦,546,李慕妍,3,台灣民眾黨,257,邱若華,4,中國國民黨,546,翁紹庭,5,人民最大黨,14,劉睿宸,6,復康聯盟黨,13,,,,,,,,
68000080011,桃園市,八德區,茄苳里,桃園市第06選區,6800006,1684,2376,趙正宇,無黨籍及未經政黨推薦,815,566,662,1228,10,2368,52.28,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,17,趙正宇,2,無黨籍及未經政黨推薦,815,李慕妍,3,台灣民眾黨,320,邱若華,4,中國國民黨,499,翁紹庭,5,人民最大黨,8,劉睿宸,6,復康聯盟黨,25,,,,,,,,
68000080012,桃園市,八德區,高明里,桃園市第06選區,6800006,2473,3591,趙正宇,無黨籍及未經政黨推薦,990,813,1059,1872,16,3543,53.29,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,27,趙正宇,2,無黨籍及未經政黨推薦,990,李慕妍,3,台灣民眾黨,493,邱若華,4,中國國民黨,902,翁紹庭,5,人民最大黨,15,劉睿宸,6,復康聯盟黨,46,,,,,,,,
68000080013,桃園市,八德區,白鷺里,桃園市第06選區,6800006,2014,2841,趙正宇,無黨籍及未經政黨推薦,944,701,857,1558,8,2797,55.99,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,22,趙正宇,2,無黨籍及未經政黨推薦,944,李慕妍,3,台灣民眾黨,300,邱若華,4,中國國民黨,724,翁紹庭,5,人民最大黨,9,劉睿宸,6,復康聯盟黨,15,,,,,,,,
68000080014,桃園市,八德區,大湳里,桃園市第06選區,6800006,2659,3776,趙正宇,無黨籍及未經政黨推薦,1226,892,1044,1936,8,3805,51.09,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,38,趙正宇,2,無黨籍及未經政黨推薦,1226,李慕妍,3,台灣民眾黨,465,邱若華,4,中國國民黨,882,翁紹庭,5,人民最大黨,15,劉睿宸,6,復康聯盟黨,33,,,,,,,,
68000080015,桃園市,八德區,大安里,桃園市第06選區,6800006,2441,3330,趙正宇,無黨籍及未經政黨推薦,1139,823,879,1702,17,3306,52.0,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,23,趙正宇,2,無黨籍及未經政黨推薦,1139,李慕妍,3,台灣民眾黨,376,邱若華,4,中國國民黨,867,翁紹庭,5,人民最大黨,7,劉睿宸,6,復康聯盟黨,29,,,,,,,,
68000080016,桃園市,八德區,大興里,桃園市第06選區,6800006,2785,3808,趙正宇,無黨籍及未經政黨推薦,1184,1000,1262,2262,12,4100,55.46,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,36,趙正宇,2,無黨籍及未經政黨推薦,1184,李慕妍,3,台灣民眾黨,510,邱若華,4,中國國民黨,1013,翁紹庭,5,人民最大黨,11,劉睿宸,6,復康聯盟黨,31,,,,,,,,
68000080017,桃園市,八德區,大和里,桃園市第06選區,6800006,5059,7149,邱若華,中國國民黨,2151,1370,2636,4006,18,7398,54.39,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,62,趙正宇,2,無黨籍及未經政黨推薦,1915,李慕妍,3,台灣民眾黨,874,邱若華,4,中國國民黨,2151,翁紹庭,5,人民最大黨,13,劉睿宸,6,復康聯盟黨,44,,,,,,,,
68000080018,桃園市,八德區,大同里,桃園市第06選區,6800006,1037,1427,趙正宇,無黨籍及未經政黨推薦,561,359,364,723,4,1420,51.2,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,7,趙正宇,2,無黨籍及未經政黨推薦,561,李慕妍,3,台灣民眾黨,127,邱若華,4,中國國民黨,326,翁紹庭,5,人民最大黨,6,劉睿宸,6,復康聯盟黨,10,,,,,,,,
68000080019,桃園市,八德區,大成里,桃園市第06選區,6800006,2298,3086,趙正宇,無黨籍及未經政黨推薦,999,816,963,1779,6,2998,59.54,第11屆立法委員(桃園市第6選舉區)邱若華罷免案各投開票所投開票結果表,葉堂宇,1,無黨籍及未經政黨推薦,20,趙正宇,2,無黨籍及未經政黨推薦,999,李慕妍,3,台灣民眾黨,327,邱若華,4,中國國民黨,914,翁紹庭,5,人民最大黨,8,劉睿宸,6,復康聯盟黨,30,,,,,,,,
